name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,sea food,coffe,delivery,burger shop,online order,City,Street
בציר 66',8.6,772,מחיר סביר,528,כשר,"יקב תבור, כפר תבור",0,0,1,1,0,0,1,0,1,כפר תבור,יקב תבור
אור הקוסקוס,0,19,0,0,כשר,"הרצל 3, אשקלון",0,0,0,1,0,0,1,0,1,אשקלון,הרצל 3
גולדה בחצר,8.9,825,מחיר סביר,2093,לא כשר,מרחביה קיבוץ,0,0,0,0,0,1,0,0,0,מרחביה קיבוץ,
Barista Espresso Bar,8.5,320,מחיר סביר,9,לא כשר,"אלבריד, טייבה",0,0,0,0,0,1,0,0,0,טייבה,אלבריד
קורסר,8.1,2669,מחיר סביר,331,לא כשר,"אוניון 1, אשדוד",0,0,0,0,0,0,0,0,0,אשדוד,אוניון 1
בורגרס בר,8.5,734,מחיר סביר,347,כשר,"קניון הזהב, ראשון לציון",0,0,1,0,0,0,1,1,1,ראשון לציון,קניון הזהב
סטקיית הבוקרים,8.6,6743,מחיר סביר,945,לא כשר,"קדושי יאסי 1, חיפה",0,0,1,0,0,0,1,0,1,חיפה,קדושי יאסי 1
פיטמאסטר,0,5,0,0,כשר,"חוצות אלונים, אלונים",0,0,1,0,0,0,0,0,1,אלונים,חוצות אלונים
חומוס יוסף,8.2,593,מחיר זול,239,כשר,"שיינקין 48, גבעתיים",0,0,0,0,0,0,1,0,1,גבעתיים,שיינקין 48
מעיין הבירה,9.1,4576,מחיר סביר,1003,לא כשר,"נתנזון 4, חיפה",0,0,0,0,0,0,0,0,0,חיפה,נתנזון 4
הפריקסה של חיימיקו,8.5,548,מחיר סביר,349,כשר,"ברשבסקי 11, ראשון לציון",0,1,0,0,0,0,1,0,1,ראשון לציון,ברשבסקי 11
Moses Shop,8.2,753,מחיר סביר,595,כשר,"אריק איינשטיין 1, הרצליה",0,0,1,0,0,0,1,1,1,הרצליה,אריק איינשטיין 1
אופוריה קיטשן & בר,0,0,0,0,לא כשר,"דרך הציונות 79, אריאל",0,0,0,0,0,0,1,0,0,אריאל,דרך הציונות 79
נונו,9,13150,מחיר סביר,1822,לא כשר,"ז'בוטינסקי 2, הוד השרון (ספורטן הוד השרון)",0,1,0,0,0,0,1,0,1,הוד השרון (ספורטן הוד השרון),ז'בוטינסקי 2
תבשילי אמא,8.8,258,ציון העסק 8.8,1951,כשר,"מצפה הבירה 1, מבשרת ציון",0,0,1,0,0,0,1,0,1,מבשרת ציון,מצפה הבירה 1
מאפיית אלמשהדאוי,8.6,396,מחיר זול,81,לא כשר,"אל בישארה 49, נצרת",0,0,0,0,0,0,0,0,0,נצרת,אל בישארה 49
נאפיס,8.5,15984,מחיר זול,2163,לא כשר,"המדע 5, הרצליה",0,0,0,1,0,0,1,1,1,הרצליה,המדע 5
מקס ברנר,7.7,3412,מחיר סביר,387,לא כשר,"המנופים 8, הרצליה (בית אופק)",0,0,0,0,0,1,1,0,1,הרצליה (בית אופק),המנופים 8
תשרין,8.5,1776,מחיר סביר,324,לא כשר,"עופר סנטר, נוף הגליל",0,0,0,0,0,0,0,0,1,נוף הגליל,עופר סנטר
סושי קנסאי,8.7,1848,מחיר סביר,613,כשר,"רפאל איתן 3, פתח תקווה",1,0,0,0,0,0,1,0,1,פתח תקווה,רפאל איתן 3
קיקה,7.5,606,מחיר סביר,614,כשר,"שדרות מלכי ישראל 178, קרית גת",1,0,1,0,0,0,1,1,1,קרית גת,שדרות מלכי ישראל 178
סין צ'אן,8,196,ציון העסק 8,385,כשר,"לח""י, כפר תבור",1,0,1,0,0,0,0,0,1,כפר תבור,"לח""י"
המיגדנייה,8.3,26,ציון העסק 8.3,214,כשר,"בן גוריון 20, הרצליה",0,1,0,0,0,1,1,0,0,הרצליה,בן גוריון 20
המכשפה והחלבן,8.2,1611,מחיר יקר,743,לא כשר,"מתחם גן הצפון, צומת מעיין ברוך",0,0,0,0,1,0,0,1,1,צומת מעיין ברוך,מתחם גן הצפון
אחים חירק,8.6,385,מחיר סביר,276,כשר,"יהושע שטמפפר 39, פתח תקווה",0,0,0,0,0,0,1,0,0,פתח תקווה,יהושע שטמפפר 39
יזרעאלה קפה,0,1,ציון העסק 8.3,0,פודטראק,"דרך האגם, חנתון",0,1,0,0,0,1,1,0,1,חנתון,דרך האגם
Madi's,8.6,2208,מחיר זול,794,כשר,"מנורת המאור 4, תל אביב יפו",0,1,0,0,1,1,1,0,1,תל אביב יפו,מנורת המאור 4
פיצה פורני בטאבון Forni,8.4,435,ציון העסק 8.4,700,כשר,"חן המושבה, ראש פינה",0,1,0,0,0,1,1,0,0,ראש פינה,חן המושבה
בורגרס בר,8.3,49,מחיר סביר,120,לא כשר,"ישפרו סנטר, ירושלים",0,0,1,0,0,0,1,1,1,ירושלים,ישפרו סנטר
חמסה,0,50,0,0,לא כשר,שער העמקים,0,0,0,0,0,0,0,0,0,שער העמקים,
לה טוסקנה,8.6,115,ציון העסק 8.6,551,כשר,"השוק 2, רעננה",0,1,0,0,0,0,0,0,0,רעננה,השוק 2
Naomi,8.4,2797,מחיר סביר,1093,לא כשר,"מוהליבר 2, יהוד מונוסון (בית השחף)",1,0,0,0,0,0,1,0,1,יהוד מונוסון (בית השחף),מוהליבר 2
קפה גרג,7.6,641,מחיר סביר,268,לא כשר,"ויצמן 207, כפר סבא (מתחם G כפר סבא)",0,0,0,0,0,1,1,0,1,כפר סבא (מתחם G כפר סבא),ויצמן 207
סי קפה,8.3,1178,מחיר סביר,329,לא כשר,"צומת גומא, אזור עמק חולה",0,1,1,0,0,1,0,0,0,אזור עמק חולה,צומת גומא
בשר בכיכר,0,12,0,0,כשר,"חזון אי""ש 3, מודיעין עילית",0,0,1,0,0,0,0,0,0,מודיעין עילית,"חזון אי""ש 3"
אושי אושי,7.9,1544,מחיר סביר,349,כשר,"הרצל 191, רחובות",1,0,0,0,0,0,1,0,1,רחובות,הרצל 191
Cheese צ'יז,9,4276,מחיר סביר,1652,לא כשר,בית הלל,0,1,0,0,0,0,0,0,1,בית הלל,
קפה לנדוור,7.7,2205,מחיר סביר,351,לא כשר,"שדרות ח""ן 8, הרצליה",0,0,0,0,0,1,1,0,1,הרצליה,"שדרות ח""ן 8"
Nori Sushi Bar,8.4,1678,מחיר סביר,1119,כשר,"הצורן 4, נתניה",1,0,0,0,0,0,1,0,1,נתניה,הצורן 4
Beer House,8.4,1058,מחיר סביר,660,לא כשר,"הרצל 8, ראשון לציון",0,0,1,0,0,0,0,0,0,ראשון לציון,הרצל 8
מפגש האלה,8.8,133,ציון העסק 8.8,978,כשר,"כיכר נוימן, בית שמש",0,0,1,0,0,0,1,0,0,בית שמש,כיכר נוימן
שווארמה אבי,0,6,0,0,לא כשר,"הטחנה 30, בנימינה גבעת עדה",0,0,0,0,0,0,0,0,0,בנימינה גבעת עדה,הטחנה 30
לימונצ'לו,8,269,ציון העסק 8,850,כשר,"חוף י""א, אשדוד",0,0,0,0,0,1,0,0,0,אשדוד,"חוף י""א"
אגאדיר,8.8,36,מחיר סביר,1626,לא כשר,"עין בוקק, אזור ים המלח",0,0,1,0,0,0,1,1,1,אזור ים המלח,עין בוקק
זאזו,0,141,0,0,לא כשר,"הרצל 203, רחובות",1,0,0,0,0,0,1,0,1,רחובות,הרצל 203
מסעדת המנגל והשיפוד,8.7,702,מחיר סביר,289,לא כשר,מעיליא,0,0,1,0,0,0,0,0,1,מעיליא,
פיק אפ בורגר,9.2,329,מחיר סביר,1603,כשר,"ז'בוטינסקי 1, לוד",0,0,1,0,0,0,1,1,1,לוד,ז'בוטינסקי 1
המנגל והטבון,8.5,594,מחיר סביר,466,לא כשר,"פז, כוכב יאיר צור יגאל",0,0,1,0,0,0,0,0,0,כוכב יאיר צור יגאל,פז
בית תאילנדי,8.7,9489,מחיר יקר,1675,לא כשר,"בוגרשוב 8, תל אביב יפו",1,0,0,0,0,0,1,0,1,תל אביב יפו,בוגרשוב 8
סעידה,0,8,0,0,לא כשר,"פארק כרמים, קרית ענבים",0,0,0,0,0,0,0,0,0,קרית ענבים,פארק כרמים
הטבעוניה שלי,0,17,0,0,לא כשר,"המייסדים 54, מזור",0,0,0,0,0,0,0,0,0,מזור,המייסדים 54
קפה קפה,0,0,מחיר סביר,0,לא כשר,טמרה,0,0,1,0,0,1,1,0,0,טמרה,
דוניס,7.4,172,מחיר יקר,411,כשר,"הערבה 1, גבעת שמואל",0,0,0,0,1,0,1,0,1,גבעת שמואל,הערבה 1
ג'אפו,8.3,10123,מחיר סביר,139,כשר,"מצדה 9, בני ברק",1,0,1,0,0,0,1,0,1,בני ברק,מצדה 9
דוכני מזון Meat and Wine,8.2,1527,מחיר סביר,139,לא כשר,"אריה שנקר 16, הרצליה",0,1,1,0,0,0,0,0,0,הרצליה,אריה שנקר 16
מאפה בר אילן,0,7,0,0,לא כשר,"בר אילן 7, כפר סבא",0,0,0,0,0,0,0,0,0,כפר סבא,בר אילן 7
טאבון פלוס,8.3,285,ציון העסק 8.3,474,כשר,"ז'בוטינסקי 3, קרית מלאכי",0,1,1,0,0,0,1,0,0,קרית מלאכי,ז'בוטינסקי 3
לטעום בטבע אצל נביל,0,5,0,0,דוכן,כליל,0,0,0,0,0,0,0,0,0,כליל,
safaa eb little kitchen,0,2,0,0,לא כשר,מסעדה,0,1,1,0,0,0,1,0,0,מסעדה,
הודו הקטנה,8.8,2744,מחיר זול,408,לא כשר,"רינגלבלום 15, באר שבע",1,0,0,0,1,0,1,0,1,באר שבע,רינגלבלום 15
הפינה של סער,8.5,59,מחיר סביר,183,לא כשר,"צבי ישי 6, יהוד מונוסון",0,0,1,0,0,0,0,0,0,יהוד מונוסון,צבי ישי 6
קפה גרג,7.4,1520,מחיר סביר,335,כשר,"עופר סירקין, פתח תקווה",0,1,0,0,0,1,1,0,0,פתח תקווה,עופר סירקין
בית הפנקייק המקורי,0,504,מחיר סביר,0,לא כשר,"אבשלום גיסין 13, פתח תקווה",0,0,0,0,0,1,1,0,1,פתח תקווה,אבשלום גיסין 13
ארקפה,8.2,2848,מחיר סביר,364,לא כשר,"אריה שנקר 5, הרצליה",0,0,0,0,0,1,0,0,0,הרצליה,אריה שנקר 5
פליימס FLAMES,0,208,מחיר סביר,0,כשר,"בית ישראל 2, ירושלים",0,0,1,0,0,0,1,1,1,ירושלים,בית ישראל 2
פארוק,7.8,3137,מחיר סביר,639,כשר,"שדרות מרדכי בן פורת 70, אור יהודה",0,0,1,0,0,0,0,0,1,אור יהודה,שדרות מרדכי בן פורת 70
ליידי ג'יין קוקיס,8,4,ציון העסק 8,0,לא כשר,"השופט חיים כהן, ירושלים",0,0,0,0,0,0,1,0,1,ירושלים,השופט חיים כהן
בנדורה,6.1,68,מחיר זול,120,לא כשר,"עופר גרנד קניון, באר שבע",0,0,1,0,0,0,1,0,0,באר שבע,עופר גרנד קניון
קפה פורטיולי,7.8,700,מחיר זול,163,לא כשר,"שדרות מעלה יצחק 14, נוף הגליל",0,0,0,0,0,1,0,0,0,נוף הגליל,שדרות מעלה יצחק 14
הוקא Hooka,0,1,0,0,לא כשר,"צומת ג'וליס, אזור נהריה",0,0,0,0,0,0,0,0,0,אזור נהריה,צומת ג'וליס
בייקשופ,8.5,442,מחיר זול,117,כשר,"נחלת יצחק 20, תל אביב יפו",0,1,0,0,0,1,0,0,0,תל אביב יפו,נחלת יצחק 20
לוצ'נה,8,4974,מחיר יקר,292,כשר,"אלרוב שדרות ממילא, ירושלים",0,1,0,0,0,0,1,0,1,ירושלים,אלרוב שדרות ממילא
משק,8.8,334,מחיר זול,0,לא כשר,גבעת השלושה,0,0,1,0,0,1,1,0,1,גבעת השלושה,
הר הארי,8.6,61,ציון העסק 8.6,190,לא כשר,בית ג'ן,0,0,1,0,0,0,0,0,0,בית ג'ן,
מסעדת שטרודל,8.9,4822,מחיר סביר,665,לא כשר,"שדרות בן גוריון 39, חיפה",0,1,1,1,0,0,1,0,1,חיפה,שדרות בן גוריון 39
קפה גרג,8.3,880,מחיר סביר,91,לא כשר,"65, ערערה",0,0,0,0,0,1,0,0,0,ערערה,65
פיצה פושקה ירושלים ארנונה,7.8,516,מחיר זול,230,כשר • משלוחים בלבד • פודטראק,"דרך חברון 105, ירושלים",0,1,0,0,0,0,1,0,1,ירושלים,דרך חברון 105
אנגוס בשרים,8.6,431,מחיר סביר,1215,לא כשר,"ויצמן 207, כפר סבא (מתחם G כפר סבא)",0,0,1,0,0,0,1,0,1,כפר סבא (מתחם G כפר סבא),ויצמן 207
מסעדת אלציאד,8.3,667,מחיר סביר,167,לא כשר,"7079, נצרת",0,0,1,1,1,0,1,0,0,נצרת,7079
קפה גרג,7.8,1026,מחיר סביר,328,כשר,"ביג סנטר, פרדס חנה כרכור",0,1,0,0,0,1,1,0,0,פרדס חנה כרכור,ביג סנטר
עמק בראסרי,8.6,265,ציון העסק 8.6,742,לא כשר,"מרכז מסחרי, משמר השרון",0,0,0,0,0,0,0,0,1,משמר השרון,מרכז מסחרי
הקייטרינג,0,0,0,0,כשר,"יהושע בן גמלא 23, הוד השרון",0,1,1,0,0,0,0,0,0,הוד השרון,יהושע בן גמלא 23
גרעיני עפולה טבע מרקט,8.5,72,ציון העסק 8.5,69,כשר,"א.ד. גורדון 1, חיפה",0,1,0,0,0,1,0,0,0,חיפה,א.ד. גורדון 1
DEDA,9,2977,מחיר סביר,699,לא כשר,"הרצל 75, ראשון לציון",0,0,0,0,0,0,1,0,1,ראשון לציון,הרצל 75
אושי אושי,8.2,2455,מחיר סביר,406,כשר,"רפפורט 3, כפר סבא",1,0,0,0,0,0,1,0,1,כפר סבא,רפפורט 3
שיפודי ציפורה,7.6,2323,מחיר סביר,371,כשר,"שאול בר 5, בת ים",0,0,1,0,0,0,1,0,1,בת ים,שאול בר 5
תאי ווק,6.8,295,מחיר סביר,383,כשר,"הלוחמים, חולון",1,0,1,0,0,0,1,0,1,חולון,הלוחמים
סטקייה בעיר,0,9,0,0,לא כשר,"הרצל 37, בית שמש",0,0,1,0,0,0,1,0,0,בית שמש,הרצל 37
הפסאז',8.7,1081,מחיר זול,686,כשר,"כיכר הנשיא, שדרות",0,0,1,0,0,0,1,1,1,שדרות,כיכר הנשיא
קובה שושי,0,21,0,0,לא כשר,"העבודה 28, גבעת שמואל",0,0,0,0,0,0,0,0,0,גבעת שמואל,העבודה 28
נייט שיפט,8.8,83,ציון העסק 8.8,1036,כשר,"ויטל 9, תל אביב יפו",0,0,0,0,0,0,0,0,1,תל אביב יפו,ויטל 9
פו בכיכר,8.6,134,מחיר זול,28,כשר,"השמורה, יסוד המעלה",0,0,0,0,0,0,0,0,0,יסוד המעלה,השמורה
קפה קפה,8.5,1289,מחיר סביר,271,לא כשר,"החרט 8, עפולה",0,0,1,0,0,1,1,0,0,עפולה,החרט 8
La Kasa,0,1,0,0,לא כשר,"החשמל 57, חיפה",0,0,0,0,0,0,1,0,0,חיפה,החשמל 57
Manuel,8.8,2559,מחיר סביר,1322,כשר,"אבשלום גיסין 7, פתח תקווה",0,1,0,0,0,0,1,0,1,פתח תקווה,אבשלום גיסין 7
חומוס המעיין,8.4,171,מחיר זול,119,כשר,"צבי 2, רמת גן",0,1,0,0,0,0,1,0,1,רמת גן,צבי 2
סופר קיוסק אקספרס,0,0,0,0,כשר,"אברהם פצ'ורניק, נס ציונה",0,0,0,0,0,1,0,0,0,נס ציונה,אברהם פצ'ורניק
גרנד ויסטה,8.8,474,ציון העסק 8.8,151,כשר,יובל,0,1,0,0,0,1,0,0,1,יובל,
קפה נטו,0,1,מחיר סביר,0,לא כשר,"אחוזה 278, רעננה (בית חולים לוינשטיין)",0,0,0,0,0,1,0,0,0,רעננה (בית חולים לוינשטיין),אחוזה 278
מגזינו,8.6,6697,מחיר סביר,1145,לא כשר,"דרך מנחם בגין 21, תל אביב יפו",0,1,0,0,0,0,1,0,1,תל אביב יפו,דרך מנחם בגין 21
פטרון PATRON,8,35,ציון העסק 8,643,כשר,"השוק, עפולה",0,0,1,0,0,0,0,1,0,עפולה,השוק
בורגר מי burger me,8.9,426,מחיר סביר,267,לא כשר,כפר יאסיף,0,0,0,0,0,0,1,1,0,כפר יאסיף,
רולינג שף,7.9,112,מחיר סביר,292,כשר • פודטראק,"המרכז האקדמי פרס, רחובות",0,0,1,0,0,0,1,1,1,רחובות,המרכז האקדמי פרס
הצריף,8,66,ציון העסק 8,410,מושגח ללא תעודה,"יוסף בן מתתיהו 70, באר שבע",0,0,0,0,0,1,1,0,1,באר שבע,יוסף בן מתתיהו 70
Fabrica Pizzeria,8.8,1752,מחיר סביר,634,לא כשר,"הרצל 203, רחובות",0,1,0,0,0,0,1,0,1,רחובות,הרצל 203
המטבח של עמיד,7.9,7,ציון העסק 7.9,101,לא כשר,עיספיא,0,0,0,0,0,0,1,0,0,עיספיא,
בשישי,8.3,51,ציון העסק 8.3,275,כשר,"המסגר 10, אריאל",0,0,1,0,0,0,1,0,1,אריאל,המסגר 10
מכביס,8.7,362,מחיר סביר,125,כשר,"מרכז מסחרי מכבים, מודיעין מכבים רעות",0,0,1,0,0,0,0,0,0,מודיעין מכבים רעות,מרכז מסחרי מכבים
קייטרינג יהלום,8.6,48,ציון העסק 8.6,127,כשר,"העצמאות 71, קרית אתא",0,1,1,0,0,0,1,0,1,קרית אתא,העצמאות 71
פורט 19,8.9,4741,מחיר סביר,985,לא כשר,"החשמונאים 95, תל אביב יפו",0,0,1,0,0,0,1,1,1,תל אביב יפו,החשמונאים 95
טורו,7.6,61,ציון העסק 7.6,655,לא כשר,"דרך הדרום 22, קרית גת",0,0,1,0,0,0,1,0,0,קרית גת,דרך הדרום 22
טרומפלדור 20,8.4,148,ציון העסק 8.4,731,לא כשר,"מתחם נופית החרמון, קרית שמונה",0,0,1,0,0,0,1,1,1,קרית שמונה,מתחם נופית החרמון
טורו,8.7,1405,מחיר יקר,296,כשר,"ש.א. נכון 2, ירושלים",0,0,1,1,1,0,1,0,1,ירושלים,ש.א. נכון 2
GDB,8.6,556,מחיר סביר,2254,לא כשר,"אבן גבירול 22, תל אביב יפו",0,0,1,0,0,0,1,1,1,תל אביב יפו,אבן גבירול 22
שיפוד,7.8,59,מחיר זול,0,לא כשר,"מיטב 6, תל אביב יפו",0,0,1,0,0,0,0,0,0,תל אביב יפו,מיטב 6
קדמה,8.3,1740,מחיר סביר,123,כשר,"אלרוב שדרות ממילא, ירושלים",0,0,1,0,0,0,0,0,0,ירושלים,אלרוב שדרות ממילא
Bar Maroc,9.1,1537,מחיר סביר,946,כשר,"סוקולוב 54, חולון",0,0,1,0,0,0,1,0,1,חולון,סוקולוב 54
אצה סושי בר,7.6,969,מחיר סביר,461,כשר,"שדרות יגאל אלון 1, בית שמש (ביג סנטר)",1,0,0,0,0,0,1,0,1,בית שמש (ביג סנטר),שדרות יגאל אלון 1
הסושיה,0,31,מחיר סביר,0,כשר,"קניון עזריאלי עכו, עכו",1,0,0,0,0,0,1,0,1,עכו,קניון עזריאלי עכו
המטבח שלי,0,0,0,0,לא כשר,מסעדה,0,0,0,0,0,0,0,0,0,מסעדה,
ביגה,6.4,28,מחיר סביר,156,כשר,"קניון שער הצפון, קרית אתא",0,1,0,0,0,1,0,0,0,קרית אתא,קניון שער הצפון
סיציליאנו,8.2,2105,מחיר סביר,261,כשר,"מגדל ב.ס.ר BSR 3, בני ברק",0,1,0,0,0,0,1,0,1,בני ברק,מגדל ב.ס.ר BSR 3
בובעס אנד ביר,0,1,0,0,כשר,"חרמון 40, מודיעין מכבים רעות",0,0,1,0,0,0,0,0,0,מודיעין מכבים רעות,חרמון 40
אצה סושי בר,7.3,266,מחיר סביר,392,כשר,"שדרות עמק איילון 30, שוהם (מרכז מסחרי שוהם)",1,0,0,0,0,0,1,0,1,שוהם (מרכז מסחרי שוהם),שדרות עמק איילון 30
הפתילייה,8.9,308,מחיר סביר,167,לא כשר,"בית ישראל 1, ירושלים",0,0,0,0,0,0,0,0,0,ירושלים,בית ישראל 1
Saga bar,8,64,ציון העסק 8,472,כשר,"פרופ' דן שכטמן 10, חדרה",0,0,1,0,0,0,0,1,1,חדרה,פרופ' דן שכטמן 10
מקדונלד'ס,7.5,230,מחיר סביר,148,כשר,"שדרות החוצבים 10, מבשרת ציון",0,0,1,0,0,0,0,1,0,מבשרת ציון,שדרות החוצבים 10
שווארמה קסם ממש טעים,6.7,10,ציון העסק 6.7,138,לא כשר,"חמזה, כפר קאסם",0,0,1,0,0,0,0,0,0,כפר קאסם,חמזה
לקומידה אוכל מזן משובח,8.5,338,מחיר זול,160,כשר,"בזלת 14, כוכב יאיר צור יגאל",0,0,1,0,0,0,1,0,0,כוכב יאיר צור יגאל,בזלת 14
ארוחה על המדרכה,8.4,72,מחיר זול,87,כשר,"דרך ישראל בר יהודה 131, חיפה",0,0,1,0,0,0,0,0,0,חיפה,דרך ישראל בר יהודה 131
התחתית,8.8,2316,מחיר זול,1256,לא כשר,"לינקולן 9, תל אביב יפו",0,0,0,0,0,1,0,0,0,תל אביב יפו,לינקולן 9
המפגשון,8.7,51,מחיר זול,839,כשר,"דרך השלום 7, תל אביב יפו",0,0,1,0,0,0,0,0,0,תל אביב יפו,דרך השלום 7
קלארו,8.7,8562,מחיר יקר,1154,לא כשר,"הארבעה 29, תל אביב יפו",0,0,0,1,0,0,0,0,1,תל אביב יפו,הארבעה 29
Marilyn Coffee Bar,8.7,825,מחיר סביר,95,מושגח ללא תעודה,"יד חרוצים 4, כפר סבא",0,0,0,0,0,0,1,0,1,כפר סבא,יד חרוצים 4
מסעדת כולנו,7,32,ציון העסק 7,268,כשר,"מח""ל 1, אשקלון",0,0,1,1,0,0,1,0,1,אשקלון,"מח""ל 1"
טעים לי,0,0,0,0,ייצור בהתאמה אישית,"האורן 41, אורנית",0,0,1,0,0,0,1,0,0,אורנית,האורן 41
טיק טק מוקפץ,0,9,0,0,כשר,אילון,1,0,0,0,0,0,1,0,0,אילון,
BiGA,9,1746,מחיר סביר,948,כשר,"הנוטר 36, חיפה",0,1,0,0,0,1,1,0,1,חיפה,הנוטר 36
לימוזין,8.7,4873,מחיר סביר,1879,לא כשר,"חורש האלונים 14, רמת ישי",0,0,1,0,0,0,0,0,1,רמת ישי,חורש האלונים 14
החצר,0,3,0,0,לא כשר,"הבושם 1, אשדוד",0,0,0,0,0,0,0,0,0,אשדוד,הבושם 1
נשנש,8.8,1582,מחיר זול,1341,כשר,"יהושע חנקין 9, עפולה",0,1,0,0,0,1,1,0,0,עפולה,יהושע חנקין 9
ז'בוטינסקי,8.6,1951,מחיר סביר,341,כשר,"שמעון בן שטח 1, ירושלים",1,0,1,0,0,0,1,0,0,ירושלים,שמעון בן שטח 1
פיצה שוס,8.4,28,ציון העסק 8.4,290,כשר,"שבזי 80, בית דגן",0,1,0,0,0,0,1,0,0,בית דגן,שבזי 80
BBB,8.6,3061,מחיר סביר,479,לא כשר,"עופר הקריון, קרית ביאליק",0,0,1,0,0,0,1,1,1,קרית ביאליק,עופר הקריון
Saray,8.5,256,מחיר סביר,101,לא כשר,"316, שפרעם",0,0,0,0,0,0,0,0,0,שפרעם,316
באליפוד מגשי אירוח,0,0,0,0,כשר,"האלוף נחמיה תמרי 14, רמת גן",0,1,1,0,0,0,1,0,0,רמת גן,האלוף נחמיה תמרי 14
Next Door,0,3,ציון העסק 8.5,0,כשר,"שופינה, ראש פינה",0,0,1,0,0,0,0,0,0,ראש פינה,שופינה
Izakaya Sushi Market,9.3,2019,מחיר סביר,1533,לא כשר • משלוחים בלבד,"הירקונים 43, פתח תקווה",1,0,0,0,1,0,1,0,1,פתח תקווה,הירקונים 43
אמדאוס אירועים,8.3,463,מחיר סביר,120,כשר,"הלילך 1, רמלה",0,0,1,0,0,0,0,0,0,רמלה,הלילך 1
פפיתה,0,36,0,0,לא כשר,"הר הצופים 74, רחובות",0,0,0,0,0,0,1,0,1,רחובות,הר הצופים 74
גומבה,8.6,13133,מחיר סביר,1362,לא כשר,"לשם 11, פתח תקווה",0,1,0,0,0,0,1,0,1,פתח תקווה,לשם 11
גרצל,7.6,116,ציון העסק 7.6,194,כשר,"מרכז העסקים עזריאלי, חולון",0,0,1,1,0,0,0,0,0,חולון,מרכז העסקים עזריאלי
טמפופו סושי בר,8.5,355,מחיר סביר,679,לא כשר,"יוסף לישנסקי 9, ראשון לציון (חונים קונים)",1,0,0,0,0,0,1,0,1,ראשון לציון (חונים קונים),יוסף לישנסקי 9
DEDA,8.5,2348,מחיר סביר,167,לא כשר,"דרך בן גוריון 61, בת ים",0,0,0,0,0,0,1,0,1,בת ים,דרך בן גוריון 61
לאנץ' בוקס,0,2,0,0,לא כשר,"הסדנא 15, רעננה",0,0,0,0,0,1,1,1,0,רעננה,הסדנא 15
אוטורו,8.6,38,ציון העסק 8.6,2126,כשר,"החילזון 1, רמת גן",1,0,0,0,0,0,1,0,1,רמת גן,החילזון 1
זנזרה,8.6,2180,מחיר סביר,628,לא כשר,"הגליל 103, חיפה",0,1,0,0,0,1,1,0,1,חיפה,הגליל 103
מסעדת רשטא,8.8,2714,מחיר סביר,629,לא כשר,עין ראפה,0,0,0,0,0,0,0,0,1,עין ראפה,
האיטלקיה,8.3,246,מחיר זול,875,לא כשר,"שדרות לכיש 37, קרית גת",0,1,1,0,0,0,1,0,0,קרית גת,שדרות לכיש 37
טבעי בריא טבעוני,0,5,0,0,לא כשר,ירושלים והסביבה,0,0,0,0,0,0,0,0,0,ירושלים והסביבה,
פיצה E TALYA,7.8,82,מחיר זול,220,כשר,"הגפן, ניצן",0,1,0,0,0,1,1,0,1,ניצן,הגפן
Il Castello,0,0,0,0,לא כשר,שפרעם,0,1,0,0,0,0,0,0,0,שפרעם,
מסעדת טאג' מאהל,7.4,2705,מחיר סביר,958,לא כשר,"עין בוקק, אזור ים המלח",0,0,1,0,0,0,1,0,0,אזור ים המלח,עין בוקק
המקסיקני,6.8,197,מחיר סביר,243,כשר,"טשרניחובסקי 59, כפר סבא (מרכז רפואי מאיר)",0,0,1,0,0,0,1,0,1,כפר סבא (מרכז רפואי מאיר),טשרניחובסקי 59
שיפודי חן,8.1,6575,מחיר סביר,744,כשר,"מוטה גור 7, פתח תקווה",0,0,1,0,0,0,1,0,1,פתח תקווה,מוטה גור 7
קפה שווה,0,0,0,0,לא כשר,"בניין אגודת הסטודנטים שיין, חיפה",0,0,0,0,0,1,0,0,0,חיפה,בניין אגודת הסטודנטים שיין
מטעמי שרביט,8.5,68,מחיר זול,57,כשר,"יוסף לוי 27, קרית ביאליק",0,1,1,0,0,0,1,0,0,קרית ביאליק,יוסף לוי 27
שישליק,8.3,735,מחיר זול,726,כשר,"יד חרוצים 23, ירושלים",0,0,1,0,0,0,0,0,0,ירושלים,יד חרוצים 23
מאפיית גאורגיה,0,2,0,0,מושגח ללא תעודה,"חרוד 14, נוף הגליל",0,0,0,0,0,0,0,0,0,נוף הגליל,חרוד 14
עיוני,8.7,1042,מחיר סביר,588,כשר,"הראשונים 21, מטולה",0,1,0,0,0,0,0,0,0,מטולה,הראשונים 21
קטיס,8.6,751,מחיר יקר,152,לא כשר,"הסורג 2, ירושלים",0,0,0,0,0,0,0,0,0,ירושלים,הסורג 2
קפה קפה,7.6,1144,מחיר סביר,114,לא כשר,"קניון סינמול, חיפה",0,0,1,0,0,1,0,0,0,חיפה,קניון סינמול
קפית,7.6,3161,מחיר סביר,900,כשר,"עמק זבולון 1, מודיעין מכבים רעות",0,1,0,0,0,1,0,0,1,מודיעין מכבים רעות,עמק זבולון 1
בילקעל'ה,7.6,3,ציון העסק 7.6,109,כשר,"חי""ש 3, רחובות",0,1,0,0,0,0,0,0,0,רחובות,"חי""ש 3"
